property_code,building_name,vendor,category,category_label,annual_spend
809,305 East 24th Owners Corp aka New York Towers,Carefree Air Conditioning & Heating,AC_MAINTENANCE,AC Maintenance,18465.2
809,305 East 24th Owners Corp aka New York Towers,Matco Service Corp.,HVAC_MAINTENANCE,HVAC Maintenance,1681.75
809,305 East 24th Owners Corp aka New York Towers,"Morgan Elevator Co., Ltd.",ELEVATOR_MAINTENANCE,Elevator Maintenance,38868.03
809,305 East 24th Owners Corp aka New York Towers,"Rite-A-Way Pest Control, Inc",EXTERMINATING,Exterminating,18146.57
809,305 East 24th Owners Corp aka New York Towers,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,10615.28
809,305 East 24th Owners Corp aka New York Towers,NY360,SECURITY_ALARM,Security/Alarm,11994.06
809,305 East 24th Owners Corp aka New York Towers,"Anodet, Inc",SECURITY_ALARM,Security/Alarm,3788.85
809,305 East 24th Owners Corp aka New York Towers,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,841.6
809,305 East 24th Owners Corp aka New York Towers,"Keytrak, Inc.",SECURITY_ALARM,Security/Alarm,4918.93
809,305 East 24th Owners Corp aka New York Towers,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,15831.51
809,305 East 24th Owners Corp aka New York Towers,Gramercy Park Flower Shop,LANDSCAPING,Landscaping,1962.06
809,305 East 24th Owners Corp aka New York Towers,Mirsad Vukovic,LANDSCAPING,Landscaping,930.1
809,305 East 24th Owners Corp aka New York Towers,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,150000.0
809,305 East 24th Owners Corp aka New York Towers,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,233263.7
809,305 East 24th Owners Corp aka New York Towers,NYC Water Board,WATER_SEWER,Water/Sewer,275437.39
809,305 East 24th Owners Corp aka New York Towers,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,185091.24
810,150 West 87th Owners Corp,New York Plumbing and Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,5470.59
810,150 West 87th Owners Corp,Varsity Plumbing & Heating Inc.,PLUMBING_REPAIRS,Plumbing Repairs,7859.95
810,150 West 87th Owners Corp,Garcia Home Improvement Corp,PLUMBING_REPAIRS,Plumbing Repairs,25150.15
810,150 West 87th Owners Corp,BP Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,3973.94
810,150 West 87th Owners Corp,"American Fire Restoration, LLC",CLEANING_MAINTENANCE,Cleaning & Maintenance,11400.71
810,150 West 87th Owners Corp,BP Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,8143.42
810,150 West 87th Owners Corp,Assured Environments,EXTERMINATING,Exterminating,8509.03
810,150 West 87th Owners Corp,Fleetwood Lock & Alarm Co.Inc.,SECURITY_ALARM,Security/Alarm,11461.27
810,150 West 87th Owners Corp,"Long Range Wireless, LLC",SECURITY_ALARM,Security/Alarm,538.93
810,150 West 87th Owners Corp,Secret Garden,LANDSCAPING,Landscaping,4072.11
810,150 West 87th Owners Corp,Rising Gardens,LANDSCAPING,Landscaping,8967.49
810,150 West 87th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,77333.16
810,150 West 87th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,4634.0
810,150 West 87th Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,25474.21
810,150 West 87th Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,53679.18
813,100 Barrow Street Apartment Corp,AP HVAC INC,HVAC_REPAIRS,HVAC Repairs,9427.37
813,100 Barrow Street Apartment Corp,Steinman Piping And Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,10668.67
813,100 Barrow Street Apartment Corp,Rapid Plumbing Inc,PLUMBING_REPAIRS,Plumbing Repairs,8057.64
813,100 Barrow Street Apartment Corp,Demar Plumbing Corp.,PLUMBING_REPAIRS,Plumbing Repairs,2449.69
813,100 Barrow Street Apartment Corp,Ishco Inc,PLUMBING_REPAIRS,Plumbing Repairs,9955.54
813,100 Barrow Street Apartment Corp,Edison Parker,PLUMBING_REPAIRS,Plumbing Repairs,1360.94
813,100 Barrow Street Apartment Corp,East Coast Energy Systems LLC,ELECTRICAL_REPAIRS,Electrical Repairs,1385.43
813,100 Barrow Street Apartment Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,4006.28
813,100 Barrow Street Apartment Corp,Citi Chutes Environmental Solutions Inc.,CLEANING_MAINTENANCE,Cleaning & Maintenance,408.28
813,100 Barrow Street Apartment Corp,AP HVAC INC,HVAC_MAINTENANCE,HVAC Maintenance,19053.12
813,100 Barrow Street Apartment Corp,PS Marcato Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,14082.48
813,100 Barrow Street Apartment Corp,Assured Environments,EXTERMINATING,Exterminating,2632.38
813,100 Barrow Street Apartment Corp,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,4409.46
813,100 Barrow Street Apartment Corp,Phoenix Fire & Security Solutions,SECURITY_ALARM,Security/Alarm,8445.8
813,100 Barrow Street Apartment Corp,Communications Engineering Management,SECURITY_ALARM,Security/Alarm,7241.29
813,100 Barrow Street Apartment Corp,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,9911.44
813,100 Barrow Street Apartment Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,46924.0
813,100 Barrow Street Apartment Corp,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,54154.12
813,100 Barrow Street Apartment Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,8248.0
813,100 Barrow Street Apartment Corp,NYC Water Board,WATER_SEWER,Water/Sewer,34670.7
813,100 Barrow Street Apartment Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,47278.08
818,175 West 10th Street Condominium,Air Com Mechanical Corp,HVAC_REPAIRS,HVAC Repairs,10178.13
818,175 West 10th Street Condominium,Infinity Ink Plumbing & Heating LLC,PLUMBING_REPAIRS,Plumbing Repairs,789.31
818,175 West 10th Street Condominium,Chl Electrical Contractors Inc,ELECTRICAL_REPAIRS,Electrical Repairs,2340.81
818,175 West 10th Street Condominium,Air Com Mechanical Corp,AC_MAINTENANCE,AC Maintenance,5443.76
818,175 West 10th Street Condominium,Kone Inc,ELEVATOR_MAINTENANCE,Elevator Maintenance,12025.1
818,175 West 10th Street Condominium,Dorian Shahini,RUBBISH_REMOVAL,Rubbish Removal,500.0
818,175 West 10th Street Condominium,Citiwide Exterminating Inc.,EXTERMINATING,Exterminating,2561.51
818,175 West 10th Street Condominium,Future Communication of New York,SECURITY_ALARM,Security/Alarm,11293.05
818,175 West 10th Street Condominium,High Rise Fire Protection Corp.,SECURITY_ALARM,Security/Alarm,7685.64
818,175 West 10th Street Condominium,Virtual Service,SECURITY_ALARM,Security/Alarm,3764.35
818,175 West 10th Street Condominium,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,16995.7
818,175 West 10th Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,3566.88
818,175 West 10th Street Condominium,NYC Water Board,WATER_SEWER,Water/Sewer,4015.63
818,175 West 10th Street Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,31518.72
823,121 East 22nd Street Condominium,PJ Mechanical Service & Maintenance LLC,HVAC_REPAIRS,HVAC Repairs,21046.04
823,121 East 22nd Street Condominium,JACO Mechanical Inc.,HVAC_REPAIRS,HVAC Repairs,2732.77
823,121 East 22nd Street Condominium,Dean Mulosmanaj,HVAC_REPAIRS,HVAC Repairs,4489.83
823,121 East 22nd Street Condominium,Mega Tech Mechanical LLC,PLUMBING_REPAIRS,Plumbing Repairs,8710.01
823,121 East 22nd Street Condominium,Demar Plumbing Corp.,PLUMBING_REPAIRS,Plumbing Repairs,10914.72
823,121 East 22nd Street Condominium,Dependable Mechanical Corp,PLUMBING_REPAIRS,Plumbing Repairs,16702.25
823,121 East 22nd Street Condominium,"Fleet Pump & Service Group, Inc.",PLUMBING_REPAIRS,Plumbing Repairs,3495.97
823,121 East 22nd Street Condominium,Etech Electrical LLC,ELECTRICAL_REPAIRS,Electrical Repairs,1600.0
823,121 East 22nd Street Condominium,Nouveau Elevator,ELEVATOR_REPAIRS,Elevator Repairs,628.75
823,121 East 22nd Street Condominium,Century Elevator Maintenance Corporation,ELEVATOR_REPAIRS,Elevator Repairs,1170.41
823,121 East 22nd Street Condominium,Thomas S Brown Assoc,HVAC_MAINTENANCE,HVAC Maintenance,18370.95
823,121 East 22nd Street Condominium,PJ Mechanical Service & Maintenance LLC,HVAC_MAINTENANCE,HVAC Maintenance,68591.27
823,121 East 22nd Street Condominium,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,21113.04
823,121 East 22nd Street Condominium,Transel Elevator & Electric Inc. d/b/a TEI Group,ELEVATOR_MAINTENANCE,Elevator Maintenance,19162.0
823,121 East 22nd Street Condominium,Nouveau Elevator,ELEVATOR_MAINTENANCE,Elevator Maintenance,6097.0
823,121 East 22nd Street Condominium,VDA LLC,ELEVATOR_MAINTENANCE,Elevator Maintenance,1175.85
823,121 East 22nd Street Condominium,Kades Exterminating Inc.,EXTERMINATING,Exterminating,10452.0
823,121 East 22nd Street Condominium,Standard Pest Management,EXTERMINATING,Exterminating,652.16
823,121 East 22nd Street Condominium,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,11078.1
823,121 East 22nd Street Condominium,Phoenix Fire & Security Solutions,SECURITY_ALARM,Security/Alarm,20046.9
823,121 East 22nd Street Condominium,Thomas S Brown Assoc,SECURITY_ALARM,Security/Alarm,3892.5
823,121 East 22nd Street Condominium,"Anodet, Inc",SECURITY_ALARM,Security/Alarm,979.88
823,121 East 22nd Street Condominium,PJ Mechanical Service & Maintenance LLC,SECURITY_ALARM,Security/Alarm,715.85
823,121 East 22nd Street Condominium,Gotham Chemical Corp.,WATER_TREATMENT,Water Treatment,16004.61
823,121 East 22nd Street Condominium,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,7294.63
823,121 East 22nd Street Condominium,"Blondie's Treehouse, Inc.",LANDSCAPING,Landscaping,20229.01
823,121 East 22nd Street Condominium,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,255401.58
823,121 East 22nd Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,42951.69
823,121 East 22nd Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,22103.0
823,121 East 22nd Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,8209.0
823,121 East 22nd Street Condominium,NYC Water Board,WATER_SEWER,Water/Sewer,123657.55
823,121 East 22nd Street Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,72560.89
824,10 Provost Square Condominium,D & B Service Group LLC,HVAC_REPAIRS,HVAC Repairs,12328.6
824,10 Provost Square Condominium,JLM Mechanical Services LLC,HVAC_REPAIRS,HVAC Repairs,847.67
824,10 Provost Square Condominium,Brothers Mechanical Group Corp.,PLUMBING_REPAIRS,Plumbing Repairs,21734.75
824,10 Provost Square Condominium,EVCO Mechanical Corporation,PLUMBING_REPAIRS,Plumbing Repairs,8971.71
824,10 Provost Square Condominium,"Fleet Pump & Service Group, Inc.",PLUMBING_REPAIRS,Plumbing Repairs,3571.94
824,10 Provost Square Condominium,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,2244.44
824,10 Provost Square Condominium,Jewel Electric LLC,ELECTRICAL_REPAIRS,Electrical Repairs,809.7
824,10 Provost Square Condominium,Otis Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,5615.93
824,10 Provost Square Condominium,Landmark Fire Alarm LLC,ELEVATOR_REPAIRS,Elevator Repairs,341.2
824,10 Provost Square Condominium,"All Trades Solutions, LLC",ELEVATOR_REPAIRS,Elevator Repairs,479.81
824,10 Provost Square Condominium,Bek Building Maintenance Corp,CLEANING_MAINTENANCE,Cleaning & Maintenance,18168.91
824,10 Provost Square Condominium,D & B Service Group LLC,HVAC_MAINTENANCE,HVAC Maintenance,18520.76
824,10 Provost Square Condominium,Nexgen Mechanical Group,HVAC_MAINTENANCE,HVAC Maintenance,68644.18
824,10 Provost Square Condominium,Otis Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,70803.01
824,10 Provost Square Condominium,"GenServe, Inc.",ELEVATOR_MAINTENANCE,Elevator Maintenance,1418.11
824,10 Provost Square Condominium,"Cali Carting, Inc",RUBBISH_REMOVAL,Rubbish Removal,32175.0
824,10 Provost Square Condominium,Becker & Poliakoff LLP,RUBBISH_REMOVAL,Rubbish Removal,4238.0
824,10 Provost Square Condominium,Citiwide Exterminating Inc.,EXTERMINATING,Exterminating,12131.7
824,10 Provost Square Condominium,"All Trades Solutions, LLC",SECURITY_ALARM,Security/Alarm,3528.76
824,10 Provost Square Condominium,Landmark Fire Alarm LLC,SECURITY_ALARM,Security/Alarm,21740.31
824,10 Provost Square Condominium,"Landmark Fire Protection, Inc",SECURITY_ALARM,Security/Alarm,11829.74
824,10 Provost Square Condominium,PLNTD LLC,LANDSCAPING,Landscaping,11121.77
824,10 Provost Square Condominium,RKS Landscaping,LANDSCAPING,Landscaping,35852.6
824,10 Provost Square Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,209799.51
824,10 Provost Square Condominium,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,23310.0
824,10 Provost Square Condominium,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,2806.0
824,10 Provost Square Condominium,Jersey City MUA,WATER_SEWER,Water/Sewer,194463.99
824,10 Provost Square Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,230519.66
826,147 Waverly Place Condominium,ALED Technologies Inc.,HVAC_REPAIRS,HVAC Repairs,11894.6
826,147 Waverly Place Condominium,ProCore Mechanical Corp,HVAC_REPAIRS,HVAC Repairs,3516.66
826,147 Waverly Place Condominium,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,14388.99
826,147 Waverly Place Condominium,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,4113.91
826,147 Waverly Place Condominium,Unitec Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,1381.02
826,147 Waverly Place Condominium,Unitec Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,18536.98
826,147 Waverly Place Condominium,Otis Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,14605.19
826,147 Waverly Place Condominium,All-Star Tech Pest Control,EXTERMINATING,Exterminating,5982.73
826,147 Waverly Place Condominium,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,8682.85
826,147 Waverly Place Condominium,AEC Electronics Inc.,SECURITY_ALARM,Security/Alarm,1290.0
826,147 Waverly Place Condominium,Johnson Controls Fire Protection LP,SECURITY_ALARM,Security/Alarm,3108.88
826,147 Waverly Place Condominium,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,368.54
826,147 Waverly Place Condominium,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,8039.33
826,147 Waverly Place Condominium,"Verdant Gardens Design, LLC",LANDSCAPING,Landscaping,10245.14
826,147 Waverly Place Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,10401.74
826,147 Waverly Place Condominium,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,30792.6
826,147 Waverly Place Condominium,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,11185.01
826,147 Waverly Place Condominium,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,4803.27
826,147 Waverly Place Condominium,NYC Water Board,WATER_SEWER,Water/Sewer,19026.76
826,147 Waverly Place Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,42821.43
829,41 Fifth Owners Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,46735.04
829,41 Fifth Owners Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,726.2
829,41 Fifth Owners Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,5554.27
829,41 Fifth Owners Corp,PS Marcato Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,415.9
829,41 Fifth Owners Corp,G.C. Reliable Construction LLC,CLEANING_MAINTENANCE,Cleaning & Maintenance,950.0
829,41 Fifth Owners Corp,PS Marcato Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,35122.08
829,41 Fifth Owners Corp,Knockout Pest Control Inc,EXTERMINATING,Exterminating,3146.44
829,41 Fifth Owners Corp,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,6287.6
829,41 Fifth Owners Corp,The Metro Group Inc.,WATER_TREATMENT,Water Treatment,2220.0
829,41 Fifth Owners Corp,"Aqua Turf Irrigation Systems, LLC",LANDSCAPING,Landscaping,638.01
829,41 Fifth Owners Corp,Greater New York Mutual Insurance Company,INSURANCE_PACKAGE,Package Insurance,13105.28
829,41 Fifth Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,66590.55
829,41 Fifth Owners Corp,Greater New York Mutual Insurance Company,INSURANCE_UMBRELLA,Umbrella Insurance,13607.56
829,41 Fifth Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,15431.0
829,41 Fifth Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,51356.53
829,41 Fifth Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,65000.04
831,91 Leonard Street Condominium,Euro Comfort Corp,HVAC_REPAIRS,HVAC Repairs,2068.63
831,91 Leonard Street Condominium,Empire Pump & Motor,PLUMBING_REPAIRS,Plumbing Repairs,13952.33
831,91 Leonard Street Condominium,ARJ Mechanical Inc.,PLUMBING_REPAIRS,Plumbing Repairs,1448.04
831,91 Leonard Street Condominium,Gotham Chemical Corp.,PLUMBING_REPAIRS,Plumbing Repairs,408.28
831,91 Leonard Street Condominium,"Fleet Pump & Service Group, Inc.",PLUMBING_REPAIRS,Plumbing Repairs,5046.69
831,91 Leonard Street Condominium,Euro Comfort Corp,PLUMBING_REPAIRS,Plumbing Repairs,653.25
831,91 Leonard Street Condominium,Century Elevator Maintenance Corporation,ELEVATOR_REPAIRS,Elevator Repairs,7234.75
831,91 Leonard Street Condominium,Euro Comfort Corp,HVAC_MAINTENANCE,HVAC Maintenance,109309.5
831,91 Leonard Street Condominium,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,16099.01
831,91 Leonard Street Condominium,Citiwide Exterminating Inc.,EXTERMINATING,Exterminating,9983.75
831,91 Leonard Street Condominium,Phoenix Fire & Security Solutions,SECURITY_ALARM,Security/Alarm,8616.3
831,91 Leonard Street Condominium,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,17855.55
831,91 Leonard Street Condominium,NY360,SECURITY_ALARM,Security/Alarm,544.38
831,91 Leonard Street Condominium,"Anodet, Inc",SECURITY_ALARM,Security/Alarm,587.93
831,91 Leonard Street Condominium,Communications Engineering Management,SECURITY_ALARM,Security/Alarm,484.49
831,91 Leonard Street Condominium,Gotham Chemical Corp.,WATER_TREATMENT,Water Treatment,14970.3
831,91 Leonard Street Condominium,"Native NY Gardens, LLC",LANDSCAPING,Landscaping,14033.67
831,91 Leonard Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,143196.49
831,91 Leonard Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,23170.0
831,91 Leonard Street Condominium,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,8208.0
831,91 Leonard Street Condominium,NYC Water Board,WATER_SEWER,Water/Sewer,102544.82
831,91 Leonard Street Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,84199.4
834,Turtle Bay Towers Corp,Winter Cool Air Conditioning and Heating Corp,HVAC_REPAIRS,HVAC Repairs,9711.65
834,Turtle Bay Towers Corp,Fred Smith Plumbing & Heating Co,PLUMBING_REPAIRS,Plumbing Repairs,66685.29
834,Turtle Bay Towers Corp,Bek Building Maintenance Corp,PLUMBING_REPAIRS,Plumbing Repairs,2340.81
834,Turtle Bay Towers Corp,Dave's Electric Motors & Pumps,PLUMBING_REPAIRS,Plumbing Repairs,23206.71
834,Turtle Bay Towers Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,4261.59
834,Turtle Bay Towers Corp,Bek Building Maintenance Corp,CLEANING_MAINTENANCE,Cleaning & Maintenance,30558.33
834,Turtle Bay Towers Corp,PS Marcato Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,18717.3
834,Turtle Bay Towers Corp,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,11616.25
834,Turtle Bay Towers Corp,VDA LLC,ELEVATOR_MAINTENANCE,Elevator Maintenance,1000.0
834,Turtle Bay Towers Corp,"Rite-A-Way Pest Control, Inc",EXTERMINATING,Exterminating,13674.36
834,Turtle Bay Towers Corp,"Best Monitoring, Ltd.",SECURITY_ALARM,Security/Alarm,592.01
834,Turtle Bay Towers Corp,SecureCom Group,SECURITY_ALARM,Security/Alarm,2740.38
834,Turtle Bay Towers Corp,"Purity Laboratories, Inc.",WATER_TREATMENT,Water Treatment,19509.25
834,Turtle Bay Towers Corp,The Metro Group Inc.,WATER_TREATMENT,Water Treatment,212382.44
834,Turtle Bay Towers Corp,Cyrus Rice Water Consultants,WATER_TREATMENT,Water Treatment,4560.0
834,Turtle Bay Towers Corp,"Howard L. Zimmerman Architects, PC",WATER_TREATMENT,Water Treatment,7883.61
834,Turtle Bay Towers Corp,City Blossoms,LANDSCAPING,Landscaping,7564.64
834,Turtle Bay Towers Corp,Bartlett Tree Experts,LANDSCAPING,Landscaping,1117.06
834,Turtle Bay Towers Corp,Willis Towers Watson Northeast Inc,INSURANCE_PACKAGE,Package Insurance,231193.8
834,Turtle Bay Towers Corp,Willis Towers Watson Northeast Inc,INSURANCE_UMBRELLA,Umbrella Insurance,36815.04
834,Turtle Bay Towers Corp,Afco Insuracnce Premium Finance,INSURANCE_UMBRELLA,Umbrella Insurance,115103.8
834,Turtle Bay Towers Corp,Willis Towers Watson Northeast Inc,INSURANCE_DO,D&O Insurance,12376.0
834,Turtle Bay Towers Corp,NYC Water Board,WATER_SEWER,Water/Sewer,245961.71
834,Turtle Bay Towers Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,157832.83
835,Alfie Arms Corp,Steinman Piping And Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,43281.1
835,Alfie Arms Corp,A&I General Contractors LLC,PLUMBING_REPAIRS,Plumbing Repairs,16777.66
835,Alfie Arms Corp,Demar Plumbing Corp.,PLUMBING_REPAIRS,Plumbing Repairs,2928.74
835,Alfie Arms Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,9608.11
835,Alfie Arms Corp,A&I General Contractors LLC,ELECTRICAL_REPAIRS,Electrical Repairs,10724.19
835,Alfie Arms Corp,BP Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,17730.51
835,Alfie Arms Corp,"R.M.S. Pest Control Services, Inc",EXTERMINATING,Exterminating,8513.96
835,Alfie Arms Corp,"ButterflyMX, Inc.",SECURITY_ALARM,Security/Alarm,7499.31
835,Alfie Arms Corp,AEC Electronics Inc.,SECURITY_ALARM,Security/Alarm,5310.0
835,Alfie Arms Corp,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,726.2
835,Alfie Arms Corp,Academy Mailbox CO. Inc,SECURITY_ALARM,Security/Alarm,489.94
835,Alfie Arms Corp,Blooming Couture Corp.,LANDSCAPING,Landscaping,136.9
835,Alfie Arms Corp,Alberto Alvarez,LANDSCAPING,Landscaping,229.75
835,Alfie Arms Corp,Lewis Ehlers,LANDSCAPING,Landscaping,28.88
835,Alfie Arms Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,48415.64
835,Alfie Arms Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,25213.0
835,Alfie Arms Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,4960.0
835,Alfie Arms Corp,NYC Water Board,WATER_SEWER,Water/Sewer,43068.62
835,Alfie Arms Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,51249.96
836,309 East 87th Tenants Corp,Pro-Tech Plumbing and Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,4194.38
836,309 East 87th Tenants Corp,Atlas Welding & Boiler Repair,PLUMBING_REPAIRS,Plumbing Repairs,9526.56
836,309 East 87th Tenants Corp,Basha Home Improvement Corp,PLUMBING_REPAIRS,Plumbing Repairs,900.0
836,309 East 87th Tenants Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,5079.21
836,309 East 87th Tenants Corp,ES & DS Inc.,PLUMBING_REPAIRS,Plumbing Repairs,266.74
836,309 East 87th Tenants Corp,Demar Plumbing Corp.,PLUMBING_REPAIRS,Plumbing Repairs,3552.5
836,309 East 87th Tenants Corp,Karen Kourt,CLEANING_MAINTENANCE,Cleaning & Maintenance,0.0
836,309 East 87th Tenants Corp,BP Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,17958.48
836,309 East 87th Tenants Corp,Assured Environments,EXTERMINATING,Exterminating,4442.93
836,309 East 87th Tenants Corp,Marianne Bellino,EXTERMINATING,Exterminating,34.49
836,309 East 87th Tenants Corp,Vertech Systems Inc.,SECURITY_ALARM,Security/Alarm,656.51
836,309 East 87th Tenants Corp,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,13001.82
836,309 East 87th Tenants Corp,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,653.25
836,309 East 87th Tenants Corp,Doreen Seligson,LANDSCAPING,Landscaping,16.3
836,309 East 87th Tenants Corp,New York Plant Designs,LANDSCAPING,Landscaping,10506.44
836,309 East 87th Tenants Corp,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,73147.01
836,309 East 87th Tenants Corp,First Insurance Funding Corp.,INSURANCE_UMBRELLA,Umbrella Insurance,21419.97
836,309 East 87th Tenants Corp,NYC Water Board,WATER_SEWER,Water/Sewer,44734.63
836,309 East 87th Tenants Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,63998.33
837,580 West End Avenue Corp,Steinman Piping And Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,9545.07
837,580 West End Avenue Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,4130.72
837,580 West End Avenue Corp,Ashokan Water Services,PLUMBING_REPAIRS,Plumbing Repairs,250.0
837,580 West End Avenue Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,522.82
837,580 West End Avenue Corp,BP Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,13600.63
837,580 West End Avenue Corp,NY360,SECURITY_ALARM,Security/Alarm,5263.02
837,580 West End Avenue Corp,AEC Electronics Inc.,SECURITY_ALARM,Security/Alarm,995.0
837,580 West End Avenue Corp,New York Plant Designs,LANDSCAPING,Landscaping,15265.93
